Document ID;purchase_date;total_items;total_payment;user_id
GTckkb7yyjwOGWRePxH4;2024-06-03T13:45:14.234;7;462000;"""17e6b644-b8aa-4118-b63b-71a816437c1c"""
GuJ0QqqCHJ2HZ4YJRF34;2024-06-20T18:25:27.567;4;200000;"""50"""
HaDnUn134HnLC63Gvzdb;2024-06-25T07:50:38.890;3;195573;"""418de3e7-7da4-4ecc-8a30-c5d5ae6e5187"""
HqPs36kGTp93YPHR8q0k;2024-06-13T19:40:19.123;9;1104903;"""3285233d-08bb-4aa4-be2a-01a45570c69c"""
ICmBENlusKrXgwQ5w5Cj;2024-05-15T18:15:40.456;1;50000;"""2bda8164-0343-4977-89bd-a1f558acbf87"""
Ion9BZx6METsOt6jr6wH;2024-06-12T07:15:52.789;2;123264;"""3c995465-3dd3-4e64-b586-27f2c858a347"""
IvLM7vSxSVRZMzNd2e3k;2024-06-23T12:25:41.012;7;403382;"""7aec68ca-657b-4402-8192-fad573a779e4"""
JBbP9jqz4UQChTC2M2If;2024-06-17T13:35:22.345;4;200000;"""0492080c-ece9-4bc7-ab2a-134b6d953961"""
JON4nIBzzgldjgbNxeZQ;2024-06-17T18:05:53.678;4;200000;"""e9a9e753-566e-4346-aba8-d35857ba3f83"""
JQIHZIdB0rct8GOnPiDO;2024-06-09T08:05:15.901;2;245000;"""bdd0e544-c66a-4475-a3d7-f88b4ddc8b8e"""
Jg5klio3fQzZP3kvQEpr;2024-06-14T13:10:26.234;3;205000;"""7ecc4b70-b498-454c-b1e0-6f8cff39d2e7"""
JrSellFHD3MkydH2JlhR;2024-06-22T07:35:49.567;3;272961;"""66eeed1b-8d30-4f86-b861-aa988ad34c14"""
JwsW5AoOF7MWh2gKVNxw;2024-06-17T12:45:58.890;4;200000;"""aac80515-7a18-45e5-8def-11e36265f845"""
KF33H1IEEGTHH9J08k6J;2024-06-19T07:30:20.123;6;585858;"""ca4e94d5-44b7-44e9-ab88-595f4acbeabf"""
KM6bBOgLGsy8aNyXzeIY;2024-06-03T19:30:51.456;10;553920;"""f58fa689-d7b4-4f64-b217-02b70b04a96c"""
KX7z73Ti5VXr0Yi3oj9K;2024-06-05T12:35:47.789;7;800807;"""f173863a-29ca-4483-a0ee-841bc1f91d35"""
KoZk90KCIrBa1m6yufZx;2024-06-14T08:45:16.012;1;62000;"""87825867-7326-43ed-aaf2-d4bd4852a43e"""
KpfggQnCfZtEDrhe4E1W;2024-06-03T13:30:29.345;1;132250;"""07957621-aa70-43ab-8604-eb7f2d2a4441"""
KqxJl4Bm1A9zPaNfiQ2q;2024-06-17T19:15:31.678;2;100000;"""2ae25a72-7779-4f24-b32d-7068b49a1110"""
KztpB6b6YBARFxksh8jM;2024-06-30T08:50:53.901;3;173355;"""22ab5b1f-50ea-4f07-978e-7b849c1e8de3"""
L9DFcMNJ0agwA2rV4KUV;2024-06-17T18:30:12.234;3;150000;"""3826e7c1-92e7-47bb-8b1c-762e1eca8ece"""
LMShzL4vKx6mgDa6Ilmf;2024-06-01T08:25:45.567;9;623322;"""7359271b-4385-4d88-98e1-2ec902f4facd"""
LWKmbDjaZSsXEfxtR74a;2024-06-20T07:30:28.890;3;150000;"""1"""
LZsRY3jvjfZqRsgphtii;2024-06-08T07:45:14.123;9;1201437;"""9d5b9ae7-c74c-469f-bbc6-570268587f7b"""
Lwlobi5GPsLPJcnKSy4O;2024-05-15T08:50:36.456;5;250000;"""a61ac53c-08ee-4971-8012-f3600f781b19"""
M2AblWPZtqz4nIY9Gf2y;2024-06-02T12:30:27.789;8;515736;"""0a57e3e8-f340-42f2-a3be-997653bf6d10"""
M7sZGnD3we3MIgMQGOao;2024-06-17T07:20:58.012;2;100000;"""afff2827-fcfe-4308-aa2f-337dea38bfdf"""
MMqhY13QAYj27t2LsKqF;2024-05-15T19:10:43.345;1;50000;"""32e9b213-47c4-422c-b4bb-cc497cf4fbbe"""
MULu2U0vc5keNXBVbkcq;2024-06-19T12:55:24.678;7;605000;"""cf3f9872-6374-4909-bb96-e677aa35123d"""
Mdk2N5hhrNAgg5xYQePK;2024-06-18T19:25:57.901;1;107000;"""efe0a52f-3303-43a0-817e-40192d1ca59f"""
Ml2W7S8LRlrN8OsGSMKW;2024-06-16T08:15:30.234;1;123221;"""4a823521-9f57-41e2-a716-d6dcaa01e3c7"""
MqWjyTxd6jZEfPxiU7AR;2024-06-16T18:40:49.567;1;53344;"""58761919-fec4-4eb5-a662-643d65ff5912"""
N0hOT5C6cvgCv7vgtsBi;2024-06-13T07:40:38.890;7;917560;"""d6e46dfe-b00f-49d9-a291-48ab91e1bcfa"""
N8uETVM43rMiVHZQ1Sba;2024-05-15T13:45:29.123;2;100000;"""f32d996a-5e5c-448b-a729-7a2c54de0544"""
NB0w7RU4ub1KGGpnOTBI;2024-07-01T19:10:57.456;3;249000;"""4eb78860-dacc-40e7-b8eb-ad6196ab2919"""
NNduRNNeT9L7VFROFTp3;2024-06-29T12:35:16.789;2;274000;"""03a66f7f-25ef-422b-8eb2-6c4053e41a72"""
NZcHvRYR0YPOzrBTy2WQ;2024-06-12T08:00:25.012;6;870000;"""196decfb-dba4-4979-8e3d-fb7e3fa10b4c"""
Nk2qxudfO026BOwOdN0Q;2024-06-17T13:15:42.345;3;150000;"""bb0c8ca1-d83e-4b99-95b4-5a08ef0e724d"""
OYxowkxuygPDpdd7605t;2024-06-29T19:20:59.678;1;80000;"""8a65841e-4105-4d62-afb8-5b790df713c1"""
Okt22UPgSIdbstzz4UXs;2024-06-25T12:45:11.901;1;145531;"""21d33759-619f-4969-86c3-7450ee597890"""
OqFA1ajGibPul6vQPJCA;2024-07-01T07:10:33.234;6;514176;"""262195d5-18e8-4fdc-9a62-08f03ae07091"""
PAJkKAFilpiT0FzL8tUi;2024-06-24T13:40:48.567;2;299000;"""db43b40f-ca41-4ba6-9633-f4169d40bd19"""
PP3LoDJD1N93NHp5HxIV;2024-06-18T08:25:52.890;9;873000;"""21e42678-2e24-4207-a7b3-07599d03a99e"""
Pb0pYSYN0yMyBeDCh912;2024-06-13T19:05:31.123;7;539000;"""1e3273a1-8ec9-4831-b265-fc3347aec56c"""
QXrVMtTmFP3ZPTMR2MgZ;2024-06-09T12:35:14.456;3;313491;"""d9570ff1-31f2-43e6-bdb2-9a824114106c"""
QY3IBeuJowoZnJzBN1WG;2024-06-21T07:20:39.789;3;166572;"""0763861e-fd70-472c-a8a0-a258eac1e69d"""
QYSfEhz9wMWnfMrpBmha;2024-06-07T12:55:50.012;10;990710;"""d58ffb1b-d558-4bbb-ad96-d814890e887b"""
Qb2Xy69ptPxJnXPXYIPF;2024-06-16T19:15:19.345;8;869000;"""60049f21-3447-41ba-a342-59da0209d236"""
QwWPQUisNGItXZlsPlrZ;2024-05-17T07:00:26.678;5;300000;"""48019ec1-64f0-4a7b-b822-b43df0b5c41f"""
R2I8ySMulUuPfMecwCFr;2024-05-15T08:25:47.901;4;200000;"""768a9ccf-1250-48da-8516-a0f990920fad"""
R3ROC7ncV0O8WXqRAtEd;2024-06-05T07:50:16.234;6;466000;"""dbdebd61-3545-42cd-932b-1482abd7ee18"""
R5d3xpEZ3d5KcqfSbLue;2024-06-17T13:10:49.567;2;100000;"""c84d3063-e1fc-46a7-b5aa-0c6c8e1c46b7"""
RCBi13RY6emcOScsAp8G;2024-06-11T19:00:28.890;7;665000;"""5ac58726-82c0-4bd7-b264-882f95f4dd9a"""
RFp0atdcrlQ97J9XWtfx;2024-06-14T08:50:57.123;2;158000;"""a99906d0-1bc2-4915-9205-d910f3966a41"""
RIrkW7ZESKGzncEd8ryB;2024-06-18T12:20:36.456;9;933000;"""12dd6561-6908-497d-8b68-f24ea6f0bd6b"""
RYiAYVH0Pt4HWDsNDpjN;2024-06-09T19:10:53.789;1;140186;"""8e99844a-a9e5-431e-a47d-c72a4324d4b7"""
RdkjHSZ8uT2QgIdw8D0t;2024-06-14T07:10:22.012;2;293962;"""a756ded7-8859-4512-b6f3-9ae09812982c"""
RqtEDng3BDz8RnRGtWNk;2024-06-23T08:45:45.345;3;409000;"""f9dc0f29-bb40-4f7e-8b9b-bbd90c148525"""
RvR0D2iwAuwHJAb2NJxc;2024-06-07T13:10:34.678;5;300000;"""c8d6acf1-2d4a-4b72-9120-41b910723cf9"""
S41wwgqoDj7k55DDKsHh;2024-06-25T12:50:56.901;1;50000;"""144c509e-a182-4194-91cd-de5d04634013"""
SOoDJvO4AfkHskdXd4Og;2024-06-09T08:55:11.234;10;1410610;"""eb047410-e111-4d1a-8162-402f1bd34973"""
Sdw7q5O6yAvsP42ebeek;2024-06-18T13:15:38.567;1;133000;"""c8c891cd-f965-4287-ab57-e77018c02df8"""
TR0QU1eSCCM3YchUmwWn;2024-06-06T07:35:50.890;8;868392;"""a75df7ca-a06d-4b70-b309-56cbb0df8db6"""
TRexIvLLlLwn7nSfUzNg;2024-06-07T12:45:59.123;7;856121;"""82c3dd09-b8a7-4eff-86fe-25fe2aa742a8"""
U6P6e6SUB97fsWqKNG3W;2024-06-30T08:30:18.456;8;694056;"""c73e7c1c-fd5f-469b-b40b-a7e728689e95"""
UVQcUhgw5ng3eYdWcHHr;2024-06-24T19:05:39.789;4;200000;"""62586075-c1f2-48e3-839c-5ba4af142d91"""
UZr4pBd5qa2HoY2LamTh;2024-06-03T08:30:13.012;9;612000;"""f939742d-6d99-4e6a-9827-36326ffab266"""
Ueho8W1KMDxONTlXEJdM;2024-06-17T12:40:46.345;2;219000;"""92e81b17-ee8f-4352-9b1a-98d348fe3beb"""
V10SkOX3UOvTdH0OXs05;2024-05-15T08:10:27.678;3;249000;"""c57f2037-58f7-43b9-8320-cacf298bb974"""
VB5A0SQu5BsrqceKuife;2024-06-06T13:25:14.901;8;934000;"""685bfa20-32bf-48d1-815c-39474f87594a"""
VDsn4TcUjf2wl99palOF;2024-06-07T07:40:55.234;1;50000;"""f08fb695-1371-4802-a380-201a0acc5315"""
WDMSzCHa1nWzGknZH32a;2024-06-03T19:20:12.567;6;601098;"""d0289298-ffa6-4435-837f-db3c4c4da5af"""
WHO6qVM15MfnsTAw2RWY;2024-06-03T12:40:33.890;10;1077000;"""b225870b-e95e-4201-8a84-a651c182c739"""
WVFbjvsthwwa5vnBnkXw;2024-06-12T07:55:29.123;5;307110;"""d04e17ad-f059-4fec-90a9-6eec6e7ebb15"""
X2V0MQuDcYTQMEr62l8D;2024-06-17T19:00:38.456;3;150000;"""6f785cf3-88e2-4110-b4fa-f2eccff56ec7"""
XF50mxAvZykhZaMKvZ4Z;2024-06-11T08:20:47.789;4;351000;"""522b3806-3a70-4f17-a214-791ef699f9a9"""
XNEO8cUyH1nSYR4D37Rg;2024-06-19T12:45:10.012;10;530000;"""c65440ab-b395-4e17-af62-5eac40640565"""
XRJUGPpQ7r2E0cjEnPun;2024-06-09T19:45:21.345;4;599000;"""4d54e115-41cc-4116-b70f-be5849933080"""
XcSzp3B6f4zrhrTkFzxn;2024-06-30T12:35:36.678;10;969410;"""e9d9c865-32b8-4fd1-a529-8693397bcdcc"""
XsPMwct6gzbOmfnNjLka;2024-06-18T07:15:19.901;2;100000;"""b1a82d19-c083-43f3-bd10-a4ca8ca96161"""
XvhvdzHXoeLHpzwAf1Ks;2024-06-17T12:55:44.234;4;531000;"""11c8385e-85f7-4ca6-9dc5-e48c8871e613"""
YHR6y4Kpm8xiLeIHZP16;2024-05-15T08:55:11.567;2;100000;"""92e58d0f-73b5-4a0a-9c91-1dd1445008e3"""
YJ3dU6BENhdwaUGrS0nE;2024-06-09T08:20:30.890;8;675888;"""32261022-8dc9-454e-9e91-86c8ec76954f"""
YtjMW1aGx9x3sgJ0IKMQ;2024-06-06T08:45:17.123;7;563000;"""eb22d407-61e6-4cbb-8506-15d433859cf8"""
Z3yq5onaubTebZwTRkBy;2024-06-17T13:05:54.456;5;300000;"""02697a31-ff18-4df5-9b00-db6572951a0b"""
ZQG6bTBQiXMacbkbXTGW;2024-06-03T08:20:45.789;6;305388;"""db30de2c-0305-4bfd-a69e-ac4f6bc04f8e"""
ZVqgjqvmz20okdwPxIyw;2024-06-09T19:50:28.012;1;115319;"""236c2e61-a7f4-4bc7-a247-d59038bfbcff"""
ZuNEj7hPRgM0UhHxRC3y;2024-06-15T12:30:16.345;4;200000;"""f104f9d6-e85e-4b4e-826b-31b9722bd923"""
aKNZUFxQiweeqmpAShAk;2024-06-03T19:40:57.678;9;1326000;"""43524c6a-cc96-44b0-b01d-d75fd7344512"""
aqZ4Zo0NHnB2700bd1W7;2024-05-15T12:35:18.901;6;871000;"""aa59c1a4-fe03-486f-b210-2341fcdac6e9"""
axINseGM3jjqePVMPdDy;2024-06-07T13:15:37.234;4;534524;"""f6e6cdc8-28f1-49ba-9b39-963b6ea73802"""
b5BJXpSjptSPrEgqSMaK;2024-06-25T07:30:29.567;9;852000;"""80289422-6b03-4a70-b68c-5d4a17d80fbb"""
bBzlopy8eNu4HQ9J1dzS;2024-06-24T19:15:45.890;6;300000;"""1d3855d2-9809-41fd-8c2b-4d88b634be2d"""
bg8ou0L2FhQr77eTNryV;2024-06-07T07:35:50.123;1;50000;"""284510ed-88ee-4f0c-9a53-a1dc3956aeb3"""
bh9y1NnNgxQZhGWyd2DV;2024-06-09T08:50:59.456;5;399000;"""46bc8aad-3803-4434-bd8a-95ca70170cc4"""
blzI0rRTQEmkzSBm3oPD;2024-06-30T08:20:34.789;3;391000;"""eb3cf973-2627-43a3-865d-7b0cb302090e"""
bnOi8sp3dwwq4r3kWx1G;2024-06-13T13:30:11.012;2;126000;"""3b0a1741-d987-4dfa-a343-ad7a056a40be"""
bo1DBk5IMJD4Wr0laDVI;2024-05-15T08:00:22.345;3;171000;"""468ada8a-ddeb-4a92-9b06-ebfcfe540d85"""
c5afkPnsejoZ4EHWlEbs;2024-06-02T13:50:53.678;1;68780;"""9a63b69e-763e-4bd4-bd72-93600923b889"""
c9cBproZLPToM2W5dusT;2024-06-14T07:00:26.901;3;300042;"""966ba0f7-d7cc-4dcb-a9fa-02b2f49289cd"""
dK9vKMefj7olSK00Rxcv;2024-06-30T12:45:12.234;6;717000;"""78e272cc-8bf3-42d6-976a-fa49ba9cb5b2"""
deU5c0708CZVzLYdIQKh;2024-05-15T19:00:43.567;10;1087000;"""67de216a-ba73-4703-890c-17b3e5444073"""
elvwo007rtxrmr9oOqbW;2024-06-01T13:25:55.890;2;100000;"""27dd3930-374f-45a8-a8af-ca4e626d056d"""
fd8ZMSLnwvO6MV2ncO2V;2024-06-02T19:30:10.123;3;150000;"""9b2c4388-5a3f-4e10-afbd-c1b03a22cf47"""
fg4mOm1qcgcunQwLMs0K;2024-06-22T12:40:27.456;1;132643;"""3a89f499-5650-4085-b01f-7631efed70ba"""
flTpmauVQohZVK6Nov7w;2024-06-19T07:00:54.789;6;300000;"""7f73a3a0-f92b-44be-bc0f-c1a7c6edf7a5"""
fvHjp17aef5PLZtmuktp;2024-06-12T19:15:38.012;8;1192000;"""49dab87e-37b3-4e05-8185-605d40228013"""
g22rYY9kPjioRwUjiO1U;2024-06-16T07:05:32.123;5;381600;"""1156f772-14b0-4dd8-8004-a4c4fcdc1e02"""
g8279p6eDHVG80SdcWaA;2024-06-10T18:25:18.456;6;855000;"""33e7daac-11ea-4c43-bdf8-20764fe1d120"""
gJokcNHjGqMKEUlJ84zF;2024-06-24T12:25:45.789;10;1484900;"""6da6b011-ade5-4ae7-a0fc-f9960f248d00"""
gOeT9wjcT9UFF9sCc0Vu;2024-06-13T19:45:22.654;7;1048000;"""345d12c0-88d5-4c26-82f9-0cb2140ebeb0"""
gkLNhltfSEaOc7FlCwo6;2024-06-17T08:35:14.321;5;517515;"""401ab553-7ded-44eb-8f7c-c22fd22ab225"""
hE1ypNjCkxzQPntyQ7of;2024-05-15T06:55:30.987;3;150000;"""304889d0-8eae-48bc-9839-4aaa363d053e"""
hLi7Yf8rN1S29JOfBQAu;2024-06-25T08:15:41.543;7;534000;"""416e9080-a2f4-4a5f-be00-a77b9ffa756f"""
hNG8BdlLSgUmWrPVyOrb;2024-06-04T19:35:20.876;4;561000;"""bc0e37d4-31e1-4caf-9dfd-8a53546104b6"""
hNtc2NPdRJtUjmBbxizo;2024-06-01T07:25:47.658;4;514000;"""349dffba-9780-4e02-b0d0-07d8220ba1b4"""
hQataJ7srPDlI3VXVsFm;2024-06-14T12:30:29.876;6;860214;"""50ae07a6-e473-49bd-8ea7-384e8c287bf8"""
hu7rkpHVzVHLC7YLmoPy;2024-06-12T08:55:40.432;10;617480;"""a790ec00-25e9-410f-8a69-2ab435688907"""
iGrFbfd0NqzFQeyQQpFt;2024-06-02T18:05:25.987;8;1036096;"""e0551ad9-da6d-485a-9279-bd7ed5c48740"""
iZTdPb4JWkYAAxL5KjeD;2024-06-05T07:50:11.654;2;189068;"""3a86c68c-7a62-42ba-84a5-bfcf4efeb4ff"""
iZkBR2CWtC3Esn9quQXH;2024-06-05T12:35:45.098;5;596520;"""824922d1-0c03-4b9d-928a-4a3afa2831a3"""
ihWxA1mC1uLTbsNNnoKQ;2024-06-11T08:10:30.543;3;282000;"""c56978f7-46d3-40a8-adee-3bef44140f69"""
ii1h4KMqNIdqqyGhCsbq;2024-06-14T19:20:38.432;8;796920;"""7c558550-5e44-49b7-853d-82c78522eafa"""
ipZc9eubuP0LUEMAxk8b;2024-06-28T08:25:29.876;6;387378;"""6769623f-a4f1-476f-ba97-36463392f4ef"""
